user_id,age,income_monthly,expenses_monthly,debt_amount,dti_ratio,savings,asset_value,credit_score,risk_tolerance,investment_experience,employment_status,education_level,financial_goal,payment_behavior,default_history,risk_score,investment_growth_potential,loan_default_probability
1496,25,47759.23,31433.0,114019.39,0.199,168076.84,211725.46,740,1,5.9,Employed,Bachelor,Emergency Fund,0.868,0,1.2,10.1,0.201
1497,41,86401.73,56855.44,64990.01,0.063,35940.2,112161.25,624,3,7.6,Employed,Bachelor,Emergency Fund,0.869,0,1.5,5.29,0.158
1498,23,53480.22,43776.55,10379.86,0.016,32133.7,148003.27,532,4,0.0,Self-Employed,Bachelor,Emergency Fund,0.802,0,1.9,7.78,0.194
1499,18,37497.9,28161.21,0.0,0.0,538914.67,2059586.8,636,2,1.4,Employed,Bachelor,Home Purchase,0.829,0,1.3,0.85,0.163
1500,18,188777.49,148302.07,25318.0,0.011,292729.03,1226039.1,553,5,0.9,Employed,Bachelor,Wealth Building,0.845,0,1.7,10.47,0.142
1501,32,375717.06,317566.47,117288.19,0.026,1337478.94,4984386.25,621,8,2.5,Employed,Master,Wealth Building,0.797,0,1.5,8.62,0.129
1502,50,37086.29,24117.35,70732.17,0.159,35818.47,242833.14,562,2,3.0,Self-Employed,PhD,Education,0.608,0,2.6,2.75,0.311
1503,38,146397.16,89033.55,0.0,0.0,103217.35,148832.74,611,9,25.0,Unemployed,Master,Emergency Fund,0.859,0,1.4,18.95,0.126
1504,33,62601.86,33631.43,195045.84,0.26,206609.18,1256684.62,501,7,2.2,Employed,Master,Retirement,0.755,0,2.7,11.74,0.308
1505,48,70193.59,40444.73,89614.69,0.106,210205.94,795002.58,580,6,2.4,Self-Employed,Master,Education,0.844,1,3.0,6.67,0.199
1506,40,65207.14,74490.3,22772.25,0.029,163973.92,541154.32,690,8,1.6,Unemployed,High School,Wealth Building,0.65,0,2.7,10.68,0.202
1507,45,53917.29,47808.56,27009.28,0.042,23925.0,873888.89,715,2,0.5,Retired,Master,Wealth Building,0.75,0,1.2,1.61,0.176
1508,44,102126.26,50791.35,0.0,0.0,695642.13,2384644.77,694,5,1.1,Employed,High School,Emergency Fund,0.715,0,2.7,2.26,0.159
1509,31,55178.85,27679.44,66364.49,0.1,144189.58,162254.68,612,4,0.9,Employed,Bachelor,Home Purchase,0.802,0,1.7,6.49,0.208
1510,32,119290.83,92125.91,5919.2,0.004,422046.25,622668.7,662,8,4.8,Employed,College,Education,0.844,0,2.4,10.85,0.125
1511,26,95304.6,74536.75,319158.1,0.279,0.0,0.0,844,1,2.4,Employed,College,Home Purchase,0.72,0,1.1,0.85,0.236
1512,43,83511.23,65333.55,93129.54,0.093,170881.35,1267826.4,577,3,1.1,Employed,College,Wealth Building,0.516,0,2.4,8.94,0.288
1513,22,52297.58,34608.27,0.0,0.0,98027.61,145302.21,810,10,2.0,Employed,Bachelor,Emergency Fund,0.7,0,1.8,9.77,0.153
1514,26,65924.15,44906.33,204236.64,0.258,208412.82,426889.05,505,8,0.7,Self-Employed,Bachelor,Wealth Building,0.427,0,3.3,10.3,0.404
1515,34,167505.9,125492.39,12325.14,0.006,225705.38,881057.82,479,5,0.6,Employed,High School,Emergency Fund,0.866,0,2.0,10.05,0.154
1516,36,140174.31,99928.02,207848.59,0.124,930437.85,3050791.86,635,4,5.9,Employed,Master,Retirement,0.92,0,2.3,7.68,0.153
1517,40,49797.07,18280.75,557656.75,0.933,169784.11,761301.85,646,6,8.7,Retired,Master,Home Purchase,0.839,0,3.1,9.64,0.524
1518,34,105824.0,70429.05,15980.45,0.013,90977.38,329334.58,536,5,0.3,Retired,Bachelor,Education,0.754,1,3.2,7.52,0.188
1519,31,167037.06,95593.48,129495.55,0.065,76522.63,375433.2,617,3,4.3,Self-Employed,Master,Emergency Fund,0.826,0,1.6,8.04,0.157
1520,42,30681.54,22283.44,0.0,0.0,1720.64,63408.23,690,5,1.8,Employed,Bachelor,Retirement,0.735,0,1.3,10.04,0.184
1521,44,144401.39,165742.31,59940.64,0.035,322338.49,602567.0,552,4,1.5,Retired,Master,Retirement,0.767,1,3.1,11.85,0.182
1522,18,62079.02,46877.25,12779.1,0.017,468057.27,1749468.05,751,1,3.5,Employed,Bachelor,Home Purchase,0.773,0,1.0,2.88,0.147
1523,45,147181.1,96104.92,98015.8,0.055,657409.56,1230849.68,762,1,0.9,Self-Employed,Bachelor,Emergency Fund,0.764,0,1.5,3.55,0.141
1524,31,57856.36,48499.26,137806.14,0.198,253688.5,851765.17,774,7,0.1,Employed,Master,Education,0.574,0,2.8,4.72,0.276
1525,50,27905.6,21554.37,32822.63,0.098,102337.61,479570.8,559,4,0.7,Employed,College,Education,0.868,0,1.8,7.86,0.216
1526,28,31593.93,24106.62,192127.89,0.507,83936.62,1260922.41,572,1,0.6,Self-Employed,High School,Education,0.966,0,2.4,3.36,0.344
1527,25,102095.04,80760.0,11307.67,0.009,100346.88,454927.18,632,6,0.1,Unemployed,Bachelor,Wealth Building,0.633,0,1.8,7.02,0.202
1528,41,118397.84,119402.03,0.0,0.0,11854.56,56691.04,622,1,1.2,Self-Employed,College,Wealth Building,0.957,0,1.9,1.23,0.099
1529,56,52416.59,27800.01,13429.97,0.021,43367.69,63074.38,617,8,1.9,Student,Bachelor,Emergency Fund,0.682,0,2.9,9.42,0.212
1530,18,154355.66,119015.13,0.0,0.0,80242.38,373866.81,725,9,4.0,Employed,College,Education,0.788,0,1.0,13.21,0.119
1531,43,30851.36,17308.93,68637.71,0.185,106408.76,175495.7,711,3,1.2,Self-Employed,Master,Retirement,0.794,0,2.5,2.19,0.235
1532,40,94253.58,73831.37,0.0,0.0,937706.05,3311723.4,562,7,0.6,Employed,PhD,Education,0.545,0,2.3,7.9,0.243
1533,34,42289.27,23774.9,61413.52,0.121,0.0,0.0,535,5,0.8,Employed,High School,Emergency Fund,0.724,0,2.3,6.94,0.264
1534,55,62549.58,39868.79,29243.91,0.039,235145.41,386441.26,526,3,6.7,Self-Employed,College,Education,0.915,0,1.8,3.21,0.166
1535,18,102046.01,66915.29,134536.99,0.11,1036454.18,3659344.0,562,5,0.7,Unemployed,College,Home Purchase,0.651,0,2.3,3.69,0.253
1536,46,54052.48,45748.53,101813.13,0.157,140790.42,170334.15,734,10,6.3,Employed,Bachelor,Education,0.908,0,1.0,12.69,0.17
1537,44,75418.74,63183.42,141229.16,0.156,115194.0,250323.98,664,7,1.8,Employed,Bachelor,Retirement,0.965,0,1.3,14.09,0.161
1538,46,199666.74,102457.47,0.0,0.0,1004009.95,4903763.09,742,7,8.2,Employed,Bachelor,Emergency Fund,0.69,0,1.1,10.09,0.138
1539,45,65918.58,46686.19,52937.3,0.067,136990.68,231092.95,479,9,1.6,Unemployed,College,Emergency Fund,0.764,0,2.4,11.12,0.232
1540,37,177191.17,105174.13,109379.66,0.051,0.0,98181.85,677,8,0.6,Employed,Bachelor,Retirement,0.812,0,1.3,6.67,0.14
1541,31,44766.04,22885.49,0.0,0.0,51204.25,142077.09,676,4,2.4,Employed,College,Emergency Fund,0.704,0,1.4,4.37,0.187
1542,28,143037.62,95470.09,38343.86,0.022,235364.3,1465379.59,770,5,2.7,Employed,Bachelor,Education,0.593,0,2.2,3.51,0.178
1543,40,270789.77,177022.74,466875.87,0.144,297709.8,389014.28,609,5,3.0,Employed,College,Emergency Fund,0.897,0,2.6,10.02,0.157
1544,34,17498.12,18618.13,26567.77,0.127,56930.92,320310.12,602,10,1.6,Self-Employed,Bachelor,Education,0.763,0,1.9,8.32,0.261
1545,32,56510.02,43227.0,0.0,0.0,740636.07,3406258.84,800,2,0.1,Retired,College,Emergency Fund,0.529,0,1.2,6.3,0.204
1546,29,147849.55,72942.67,491539.43,0.277,2261403.5,3330193.0,632,7,3.0,Employed,College,Education,0.859,0,1.9,11.38,0.232
1547,30,85636.62,52690.83,0.0,0.0,98657.28,221256.13,667,7,8.1,Employed,College,Education,0.748,0,1.4,12.33,0.16
1548,42,128002.12,109212.37,0.0,0.0,164080.75,674976.09,697,9,9.5,Unemployed,Bachelor,Retirement,0.687,0,1.3,18.06,0.161
1549,35,64680.2,65538.27,61999.89,0.08,52347.68,168062.67,483,9,2.7,Unemployed,Bachelor,Retirement,0.951,0,2.0,21.17,0.181
1550,47,104884.27,48467.28,15130.82,0.012,626778.08,2713530.75,654,4,0.1,Employed,Master,Wealth Building,0.391,1,3.4,6.96,0.27
1551,21,88523.73,37003.92,235173.63,0.221,298506.52,691131.58,525,5,0.3,Employed,College,Retirement,0.968,0,2.0,3.31,0.215
1552,41,223562.76,219235.65,0.0,0.0,295768.78,1384853.52,641,7,5.4,Retired,High School,Education,0.314,0,2.4,15.66,0.272
1553,24,117959.26,89465.27,67907.47,0.048,0.0,791797.33,620,10,5.3,Self-Employed,College,Education,0.924,0,1.3,14.71,0.129
1554,47,125031.61,71237.52,140241.9,0.093,532659.77,863575.76,599,7,8.8,Student,College,Emergency Fund,0.499,0,2.4,19.21,0.278
1555,47,73990.07,57726.63,203588.47,0.229,50010.77,56787.32,712,10,2.5,Employed,College,Emergency Fund,0.736,0,3.3,11.23,0.248
1556,20,70169.96,21376.43,83948.23,0.1,0.0,0.0,659,8,6.0,Employed,High School,Wealth Building,0.698,0,1.7,16.34,0.222
1557,27,72926.64,51085.57,0.0,0.0,409679.59,1297271.46,543,8,5.2,Self-Employed,Bachelor,Education,0.494,0,2.5,12.11,0.269
1558,27,130107.52,97473.07,33115.58,0.021,496488.86,1632605.11,540,2,2.7,Unemployed,Bachelor,Wealth Building,0.73,1,3.2,12.81,0.193
1559,47,73519.86,61656.73,158849.64,0.18,216248.17,749001.25,734,9,4.6,Retired,Bachelor,Education,0.598,0,1.7,11.95,0.265
1560,29,120914.92,66251.17,0.0,0.0,91772.32,381651.14,646,4,0.4,Employed,College,Retirement,0.892,1,2.4,14.71,0.113
1561,41,422008.43,300830.0,0.0,0.0,722122.27,3067540.67,507,1,3.1,Employed,Bachelor,Emergency Fund,0.483,0,2.6,5.35,0.237
1562,28,181640.96,101934.42,0.0,0.0,351949.76,624957.51,608,1,9.2,Employed,Bachelor,Wealth Building,0.871,0,1.4,9.64,0.118
1563,45,78573.01,58011.05,0.0,0.0,0.0,0.0,634,5,0.5,Self-Employed,College,Home Purchase,0.873,0,1.4,11.87,0.132
1564,46,228856.34,129463.59,59919.39,0.022,0.0,201467.48,526,7,4.1,Self-Employed,Bachelor,Education,0.745,0,2.1,8.18,0.178
1565,51,74187.22,47389.68,118878.57,0.134,209496.71,1339279.22,586,5,1.2,Unemployed,PhD,Retirement,0.739,0,2.0,9.99,0.238
1566,33,23701.96,13050.95,0.0,0.0,149306.32,558911.57,741,3,5.1,Employed,Master,Home Purchase,0.853,0,1.0,6.17,0.143
1567,35,48744.11,38881.73,0.0,0.0,160412.11,798659.26,850,7,3.6,Employed,Bachelor,Retirement,0.945,0,1.0,10.75,0.072
1568,33,26647.37,22084.48,6948.42,0.022,38713.2,152558.48,680,1,7.8,Employed,Bachelor,Retirement,0.85,1,2.3,6.66,0.164
1569,35,77183.47,51312.1,93618.35,0.101,286754.84,1858461.6,514,1,3.7,Employed,Bachelor,Education,0.574,0,2.6,6.08,0.291
1570,30,99996.74,70571.27,31615.86,0.026,143246.25,628360.6,628,2,1.6,Employed,College,Retirement,0.633,0,1.8,5.88,0.21
1571,45,319178.61,154071.12,312796.98,0.082,913400.53,2428668.58,662,1,0.0,Student,Bachelor,Wealth Building,0.56,0,1.9,0.79,0.217
1572,27,124100.77,81292.02,111645.88,0.075,0.0,2076523.34,728,9,4.7,Employed,Bachelor,Home Purchase,0.692,0,1.3,13.24,0.183
1573,33,84679.57,58638.0,0.0,0.0,184719.97,422211.68,730,4,1.6,Employed,Master,Retirement,0.841,1,2.1,-0.72,0.117
1574,36,176413.14,192840.55,0.0,0.0,358840.86,1454814.38,786,7,3.3,Unemployed,College,Retirement,0.87,0,1.0,13.14,0.077
1575,39,20998.48,11196.49,76104.12,0.302,113859.65,551174.63,649,5,0.3,Unemployed,High School,Emergency Fund,0.601,0,2.3,11.75,0.364
1576,23,116416.57,107059.78,97373.56,0.07,577130.8,1214598.13,651,7,6.6,Employed,Bachelor,Emergency Fund,0.602,0,1.9,12.4,0.228
1577,32,169330.15,143850.84,22060.84,0.011,948791.75,1884362.37,461,7,1.7,Employed,Bachelor,Wealth Building,0.771,1,3.5,4.54,0.189
1578,35,35066.08,26022.38,303536.36,0.721,354547.96,1153864.41,548,1,7.6,Employed,High School,Emergency Fund,0.497,0,3.9,8.51,0.574
1579,43,219833.96,211874.45,438611.98,0.166,650537.59,2762661.15,513,1,3.7,Employed,Bachelor,Retirement,0.606,0,2.7,2.05,0.281
1580,32,125109.86,94560.01,0.0,0.0,848209.82,3450453.32,565,3,0.4,Self-Employed,College,Retirement,0.632,0,2.1,5.24,0.209
1581,33,73813.61,55978.32,88690.98,0.1,22327.97,72338.94,534,10,2.6,Self-Employed,Bachelor,Home Purchase,0.888,0,1.9,14.85,0.193
1582,36,153729.11,106385.45,0.0,0.0,67460.6,291669.67,541,2,7.2,Employed,Bachelor,Emergency Fund,0.73,0,2.0,8.75,0.18
1583,45,483828.12,427479.24,0.0,0.0,3598717.48,7083700.48,758,7,4.8,Unemployed,College,Education,0.765,0,1.0,14.16,0.09
1584,18,112117.91,96922.61,293726.27,0.218,317133.37,2354047.12,457,3,1.6,Self-Employed,Bachelor,Emergency Fund,0.934,1,4.5,5.75,0.234
1585,36,117448.41,71191.16,33889.2,0.024,596854.51,1353144.46,630,7,9.3,Retired,College,Retirement,0.612,0,1.9,13.67,0.211
1586,46,71571.15,35936.8,26980.95,0.031,452588.75,4128928.11,736,9,0.9,Unemployed,Bachelor,Home Purchase,0.69,0,1.2,13.18,0.178
1587,26,54453.86,36459.74,62375.31,0.095,0.0,8969.42,619,1,1.4,Employed,College,Emergency Fund,0.775,0,1.7,2.99,0.212
1588,27,176528.05,102385.25,0.0,0.0,193278.46,718795.3,782,3,4.2,Employed,Master,Home Purchase,0.521,0,1.3,4.51,0.183
1589,47,54216.54,37434.97,0.0,0.0,147343.74,300748.14,590,6,0.8,Employed,High School,Emergency Fund,0.48,0,2.3,9.25,0.27
1590,31,103787.04,91915.43,92497.88,0.074,590342.24,1713355.97,825,9,2.2,Employed,Bachelor,Wealth Building,0.598,1,2.3,8.2,0.192
1591,31,70660.34,44615.28,40376.91,0.048,678214.77,1490479.45,493,5,3.9,Employed,Bachelor,Retirement,0.548,0,3.7,8.21,0.285
1592,37,138038.22,95740.06,102515.39,0.062,464247.03,1064509.75,782,3,3.1,Employed,High School,Retirement,0.766,1,2.1,1.92,0.14
1593,18,124687.2,88366.24,81339.7,0.054,68501.16,139850.06,560,8,0.5,Unemployed,College,Education,0.881,0,2.0,8.09,0.157
1594,18,204082.16,168829.96,22063.79,0.009,937271.33,3759556.22,794,5,3.0,Employed,College,Retirement,0.693,0,1.0,6.45,0.128
1595,40,69077.79,25072.93,100588.48,0.121,0.0,146436.59,603,6,2.6,Student,High School,Education,0.846,0,1.7,5.82,0.199
1596,32,81722.74,49768.73,0.0,0.0,101247.98,428115.83,760,2,2.4,Employed,Bachelor,Retirement,0.599,0,1.2,8.03,0.184
1597,33,49754.96,36405.33,141992.32,0.238,142160.28,401500.4,777,4,5.2,Employed,Bachelor,Emergency Fund,0.487,0,1.8,11.18,0.321
1598,28,72330.03,63651.29,71073.46,0.082,34956.05,111474.28,592,1,0.6,Employed,College,Emergency Fund,0.64,0,3.5,6.75,0.247
1599,32,128554.77,80502.88,0.0,0.0,548151.15,1843494.11,752,4,4.2,Employed,Bachelor,Wealth Building,0.672,0,1.1,7.03,0.152
1600,46,167693.31,70182.52,189595.49,0.094,0.0,0.0,647,1,4.3,Employed,PhD,Emergency Fund,0.552,0,2.0,3.35,0.244
1601,36,51765.76,41048.01,17722.6,0.029,96946.6,239288.42,503,4,3.8,Self-Employed,Master,Home Purchase,0.977,0,1.7,9.83,0.153
1602,45,181447.96,109720.79,95602.13,0.044,5171.27,9467.23,700,2,2.1,Employed,High School,Emergency Fund,0.444,1,4.3,4.94,0.242
1603,33,254981.56,132985.63,0.0,0.0,1580923.69,7346817.61,548,6,1.5,Self-Employed,High School,Education,0.658,0,2.1,8.63,0.187
1604,35,131847.92,79945.75,18577.74,0.012,202732.76,344515.36,584,6,1.5,Employed,Bachelor,Wealth Building,0.871,0,1.5,0.62,0.136
1605,38,367234.93,246899.83,0.0,0.0,273196.15,1461037.93,560,8,4.0,Employed,College,Home Purchase,0.653,0,2.8,13.75,0.177
1606,40,57431.46,34992.32,19651.69,0.029,52766.4,84471.59,687,9,2.1,Self-Employed,High School,Home Purchase,0.797,0,1.2,13.41,0.162
1607,26,41305.12,15248.41,0.0,0.0,68387.88,248582.92,551,8,1.2,Employed,College,Retirement,0.481,0,2.4,10.1,0.285
1608,34,28421.35,23719.32,0.0,0.0,115880.7,411758.86,527,1,2.9,Employed,High School,Education,0.556,0,2.4,6.42,0.278
1609,28,281315.2,250716.9,31858.81,0.009,286893.11,1558090.23,545,3,5.4,Employed,Bachelor,Emergency Fund,0.79,0,1.9,9.03,0.15
1610,50,156069.38,124500.96,23340.37,0.012,9296.53,30306.99,579,6,0.2,Employed,Bachelor,Emergency Fund,0.735,1,3.7,5.51,0.174
1611,18,94948.58,50260.76,0.0,0.0,0.0,42993.38,699,1,10.7,Employed,High School,Retirement,0.7,0,1.3,6.84,0.164
1612,40,120087.75,80431.93,0.0,0.0,293749.49,517093.75,740,8,0.3,Employed,Bachelor,Emergency Fund,0.575,0,1.4,6.63,0.186
1613,27,44898.41,31384.97,34613.68,0.064,103502.77,769162.25,739,6,2.2,Employed,Bachelor,Home Purchase,0.612,0,1.9,12.96,0.225
1614,23,546902.81,431954.32,48332.03,0.007,0.0,665588.15,646,1,2.5,Employed,Bachelor,Emergency Fund,0.792,0,1.4,6.66,0.108
1615,31,108061.4,86476.25,138296.4,0.107,871279.32,2222646.93,643,10,0.4,Unemployed,PhD,Emergency Fund,0.923,0,1.3,9.28,0.15
1616,47,106572.03,62864.06,0.0,0.0,390871.99,775637.21,631,2,7.4,Employed,PhD,Home Purchase,0.84,0,1.6,9.06,0.135
1617,28,164068.06,116865.57,43427.19,0.022,144744.58,828773.47,694,6,1.9,Student,Bachelor,Education,0.955,0,1.0,9.29,0.084
1618,18,138234.45,106245.9,0.0,0.0,1053983.89,3203036.09,761,10,0.5,Employed,Master,Education,0.885,0,1.7,9.67,0.085
1619,25,115464.55,106039.56,0.0,0.0,743662.24,1236877.58,634,8,3.7,Self-Employed,High School,Home Purchase,0.805,0,1.4,11.74,0.143
1620,36,56764.58,45733.86,12263.4,0.018,62577.41,101122.08,703,5,3.3,Self-Employed,Bachelor,Home Purchase,0.654,0,2.3,10.71,0.197
1621,18,137314.32,112372.34,187225.27,0.114,213319.37,1760414.16,525,1,9.9,Employed,Bachelor,Wealth Building,0.783,0,2.6,10.26,0.216
1622,42,368581.51,262641.6,25923.62,0.006,2144618.1,10519847.54,735,10,1.7,Retired,Bachelor,Wealth Building,0.438,0,2.4,19.37,0.202
1623,19,253164.32,230776.71,56459.54,0.019,517450.39,999908.87,671,2,0.9,Employed,College,Emergency Fund,0.466,0,1.9,4.25,0.224
1624,30,301109.91,229284.49,93576.68,0.026,1246488.67,5101372.54,546,4,0.2,Employed,High School,Emergency Fund,0.858,1,3.0,4.88,0.134
1625,43,69019.82,39399.06,73101.96,0.088,33746.68,114504.67,756,4,4.0,Employed,College,Wealth Building,0.522,0,1.6,9.17,0.247
1626,29,49378.81,44959.68,178827.97,0.302,168942.28,426799.5,525,7,2.9,Retired,Bachelor,Emergency Fund,0.751,0,2.6,9.39,0.327
1627,21,90395.44,72739.9,0.0,0.0,110733.7,335163.51,422,2,10.8,Unemployed,PhD,Education,0.916,1,3.4,6.75,0.166
1628,34,102642.51,65028.48,0.0,0.0,190629.58,395554.06,734,7,3.7,Employed,College,Education,0.582,0,2.3,7.59,0.189
1629,30,212337.88,133364.34,96664.66,0.038,384665.96,1199509.11,688,7,8.1,Employed,Master,Retirement,0.86,1,2.3,2.28,0.114
1630,47,30190.26,22476.24,25303.31,0.07,37316.88,262618.69,528,7,14.3,Employed,High School,Wealth Building,0.688,0,2.3,15.7,0.264
1631,43,287991.21,221602.82,0.0,0.0,0.0,0.0,685,3,1.7,Employed,Master,Education,0.866,0,1.8,0.43,0.09
1632,40,88379.42,64481.08,528903.98,0.499,67462.6,94597.93,766,6,0.5,Employed,Master,Retirement,0.757,0,1.9,5.1,0.332
1633,35,73217.02,54670.88,0.0,0.0,384947.91,803534.01,676,6,0.7,Employed,High School,Home Purchase,0.903,0,1.9,8.7,0.115
1634,32,48607.2,46419.56,72717.22,0.125,108821.43,535024.44,850,4,1.1,Employed,College,Education,0.803,0,1.7,5.11,0.164
1635,32,30995.59,26678.88,0.0,0.0,56398.7,182165.29,564,1,2.1,Student,High School,Retirement,0.324,0,2.7,10.01,0.336
1636,18,175644.86,127974.03,51671.4,0.025,260017.45,980481.44,426,9,0.4,Employed,PhD,Emergency Fund,0.763,0,2.5,6.17,0.204
1637,35,103914.38,87412.42,156988.12,0.126,598643.82,1205557.77,508,2,1.1,Self-Employed,Bachelor,Retirement,0.664,0,3.6,10.75,0.268
1638,27,40015.71,21813.42,0.0,0.0,43824.88,106295.59,420,9,1.1,Employed,Bachelor,Education,0.412,0,3.2,15.19,0.338
1639,34,39872.61,30290.78,76837.72,0.161,145211.96,256315.95,850,8,0.0,Retired,College,Emergency Fund,0.951,0,1.0,12.23,0.139
1640,35,78037.96,75805.76,89252.81,0.095,79993.27,498896.02,649,1,1.3,Employed,Master,Emergency Fund,0.609,0,2.4,7.47,0.246
1641,30,317526.03,211882.93,723737.47,0.19,519221.45,2352382.12,843,7,0.4,Employed,College,Retirement,0.836,0,1.0,9.9,0.135
1642,44,82313.14,47153.49,45473.21,0.046,159535.69,503110.35,614,10,1.7,Self-Employed,College,Retirement,0.721,0,1.8,7.23,0.2
1643,24,34468.46,20756.45,43575.01,0.105,124512.22,534700.21,559,3,0.7,Self-Employed,College,Education,0.244,0,3.1,6.37,0.401
1644,30,83114.95,44595.75,0.0,0.0,56191.8,136712.78,476,10,5.2,Employed,Bachelor,Emergency Fund,0.798,0,2.2,9.65,0.19
1645,31,81559.94,47491.19,67277.32,0.069,209005.66,862641.07,610,10,0.3,Employed,High School,Wealth Building,0.901,0,1.5,10.04,0.156
1646,46,14945.71,9631.37,0.0,0.0,0.0,3467.2,734,9,6.0,Employed,Bachelor,Retirement,0.819,0,1.6,13.28,0.166
1647,35,95034.34,46487.47,0.0,0.0,95004.18,328302.79,627,5,2.6,Employed,High School,Wealth Building,0.656,1,2.9,5.07,0.194
1648,34,83981.0,58983.44,0.0,0.0,91442.84,191804.07,490,3,1.8,Self-Employed,Bachelor,Wealth Building,0.767,0,3.7,8.26,0.196
1649,43,160708.02,134246.09,174820.66,0.091,990062.69,1992005.11,715,8,2.4,Employed,Bachelor,Emergency Fund,0.872,0,1.1,10.06,0.132
1650,29,360147.61,203064.4,13272.72,0.003,298776.23,2109004.06,733,3,1.4,Employed,College,Education,0.684,0,1.2,6.44,0.129
1651,43,217204.7,201542.63,0.0,0.0,314543.89,1399721.61,597,7,0.4,Employed,College,Wealth Building,0.739,0,2.6,8.68,0.156
1652,38,81779.18,63511.25,0.0,0.0,66945.13,2289217.6,584,7,4.4,Employed,Bachelor,Education,0.819,0,1.6,11.06,0.159
1653,47,45498.37,38882.32,8387.05,0.015,6627.28,142638.11,479,7,7.9,Self-Employed,High School,Retirement,0.435,0,2.9,9.78,0.32
1654,31,598003.49,359594.34,0.0,0.0,4272365.87,17497475.38,712,1,9.0,Employed,College,Emergency Fund,0.603,0,1.4,3.47,0.144
1655,32,102893.82,85214.48,0.0,0.0,103752.2,276011.41,603,5,3.3,Employed,Bachelor,Home Purchase,0.411,0,2.3,7.7,0.271
1656,36,99683.01,53451.02,0.0,0.0,212753.05,1044522.96,382,1,1.6,Employed,College,Emergency Fund,0.78,0,2.6,0.39,0.213
1657,34,97062.7,80905.36,33285.75,0.029,144487.17,186543.49,501,7,2.0,Employed,Bachelor,Home Purchase,0.898,0,1.9,13.66,0.162
1658,42,113398.03,82301.56,11685.18,0.009,188034.31,452890.77,706,8,3.2,Employed,College,Retirement,0.917,0,1.0,6.98,0.096
1659,32,89227.78,69864.25,39150.51,0.037,933252.86,2533400.16,615,7,5.2,Employed,College,Education,0.57,0,2.0,18.11,0.239
1660,24,66067.79,34597.11,98962.84,0.125,367926.02,1580908.83,536,1,1.4,Self-Employed,Bachelor,Retirement,0.669,0,3.3,4.11,0.271
1661,48,67319.06,38085.06,24569.25,0.03,202702.28,823962.74,655,3,7.5,Retired,College,Emergency Fund,0.938,0,1.1,8.44,0.124
1662,54,96478.23,76177.69,14373.96,0.012,363173.72,2268200.0,565,10,1.2,Unemployed,College,Home Purchase,0.731,0,3.2,10.47,0.191
1663,19,67481.09,37637.43,64172.96,0.079,0.0,190767.16,585,3,2.3,Employed,Bachelor,Home Purchase,0.658,0,2.1,7.61,0.244
1664,39,59934.52,46118.47,141852.56,0.197,260115.83,1129521.93,623,7,9.8,Employed,College,Emergency Fund,0.579,0,4.0,12.77,0.308
1665,42,106351.1,52636.28,0.0,0.0,893885.62,958959.03,818,4,8.4,Student,Bachelor,Emergency Fund,0.873,0,1.0,10.58,0.081
1666,37,82579.43,68311.87,0.0,0.0,36572.98,185682.12,818,3,3.6,Employed,Master,Retirement,0.795,0,1.0,8.81,0.111
1667,50,282884.82,145720.05,10993.14,0.003,2702017.74,13657324.74,452,6,1.2,Employed,Bachelor,Wealth Building,0.565,0,2.8,10.1,0.237
1668,21,15433.89,12082.34,135975.83,0.734,29956.35,353822.94,643,10,0.7,Employed,High School,Home Purchase,0.892,0,2.7,15.59,0.459
1669,29,211939.22,168246.81,135578.52,0.053,1606120.42,2022935.81,504,6,0.3,Self-Employed,Bachelor,Emergency Fund,0.675,0,2.7,9.24,0.219
1670,36,236158.78,140628.83,155450.88,0.055,952439.15,2576874.84,543,10,3.7,Employed,High School,Retirement,0.735,0,2.1,10.5,0.189
1671,44,23124.01,18205.63,202496.97,0.73,29464.56,39808.93,464,5,2.1,Self-Employed,College,Wealth Building,0.828,0,3.6,1.31,0.508
1672,47,77661.79,57397.22,0.0,0.0,11600.5,471986.58,563,6,2.5,Self-Employed,Master,Education,0.888,1,3.8,9.41,0.145
1673,22,76114.3,47127.97,541454.29,0.593,518845.2,2043691.46,530,3,1.9,Self-Employed,High School,Emergency Fund,0.779,0,3.1,6.14,0.423
1674,18,36854.82,20222.86,41936.34,0.095,0.0,17408.21,752,10,2.0,Employed,High School,Wealth Building,0.478,0,1.7,18.27,0.28
1675,42,57269.78,23228.97,66807.56,0.097,0.0,0.0,565,5,2.5,Self-Employed,College,Education,0.377,0,2.8,7.42,0.344
1676,36,45369.57,34138.22,39480.48,0.073,178372.0,702858.48,455,9,7.4,Employed,PhD,Education,0.894,0,2.2,15.31,0.211
1677,36,336579.38,156603.52,59992.62,0.015,92921.15,347471.02,649,4,0.1,Unemployed,College,Retirement,0.768,1,2.6,7.88,0.13
1678,43,190037.15,135743.85,0.0,0.0,229278.2,1084436.31,632,2,4.9,Employed,College,Home Purchase,0.905,0,2.2,7.47,0.101
1679,26,240406.99,158784.68,277305.03,0.096,1038670.58,1680825.08,623,5,1.5,Employed,Bachelor,Emergency Fund,0.753,0,1.8,9.77,0.181
1680,32,163598.49,131184.95,0.0,0.0,581849.21,2193190.22,710,3,4.1,Self-Employed,Bachelor,Wealth Building,0.861,0,1.0,4.09,0.1
1681,40,44786.58,29321.47,15599.37,0.029,0.0,0.0,773,3,8.9,Employed,Bachelor,Education,0.364,0,1.9,6.02,0.278
